id,description
123,"This note is a schedule with a list of days and times when a person -- described only as ""The Collector"" -- will receive a shipment of gold from the mines in Elwynn Forest.From the schedule, it looks as if the Collector resides near the Brackwell Pumpkin Patch in eastern Elwynn.This sounds important.  You should report it to Marshal Dughan in Goldshire."
124,"As if the attacking orcs weren't enough!  Now I have gnoll brutes and mystics prowling along the ridge north of my stable, taking my horses when they stray...If you can get rid of those gnolls, my horses and I would be very grateful."
125,"I could really use a hand here, <name>.  With the town under siege, it's been hard to get supplies.  My tools were being delivered from Goldshire by wagon but the bridge was blown out.  We put the tools in a boat but the orcs hit it with a catapult.  Just my luck, my toolbox sank right to the bottom of the lake.Retrieve my toolbox, <name>, and I'll make it worth your while."
126,"<name>, the gnolls are still out there.  I can hear their baying as they hunt in the hills above Lakeshire.  And one cry is louder than the rest - Yowler,  their leader.Kill Yowler and send his pack scattering!  Bring me his paw as proof.And be careful, this gnoll is their leader for a reason.  He is no Mongrel..."
127,"Lake Everstill is famous for its spotted sunfish.  There's always demand for them...and I'm running low!Bring me a batch of 10 and I'll barter well for them.  If you can't fish yourself, then...maybe you can get them off the murlocs!"
128,"The Blackrock Clan must be destroyed. The Enemy has invaded our lands. These mountains fall under the sovereign right of the King of Stormwind. Our sources tell us that the leaders of each unit within the Clan are known as Champions. You'll find them in their encampment to the north, just west of the road to the Burning Steppes.Magistrate Solomon wants these foul brutes dead. Slay 15 Blackrock Champions and return to me."
129,"Can you do me a favor?  I've prepared a lunch for Guard Parker, but he's out on patrol...he's a big, strong Stormwind guard who can defend himself, but it's much too dangerous out there for a townsperson like me.So if you deliver his lunch for me, then come back here and I'll give you a free lunch!  Parker patrols the stretch of road leading to Duskwood."
130,"Before you go back to Darcy, can you bring her some flowers for me?  You can get them at the herbalist shop back in Lakeshire, at the west end of town.But when you get the flowers...don't tell the herbalist, Martie, whom they're from, or whom they're for..."
131,Here is your bouquet.  I chose Daffodils for you.  They're my favorite!
132,"What I am about to tell you could cost me my life.  The Defias gang is up to something big.  Last I heard they were working in conjunction with various gnolls, kobolds and even goblins.Take this note to Stoutmantle.  It explains as much as I know on the subject."
133,"I live so far from the protection of town, it's a wonder the ghouls and the walking dead haven't eaten me!  In fact, just yesterday a pack of Bone Chewers was pounding on the walls of my house!I want to make an effigy - a kind of ""scarecrow"" for Ghouls.  To do that I need some Ghoul Ribs.  You can get them from Flesh Eaters, Bone Chewers, Brain Eaters, Rotted Ones and Plague Spreaders.Get the ribs for me, and I will repay you with some coin."
134,"A few weeks ago I was picking herbs far from my house, and a band of ogres attacked me!  I ran, and I was forced to leave behind a crate of precious tools and herbs.After they chased me off, the ogres swaggered back to the ogre mound in southern Duskwood.  I'm sure my crate is somewhere near the mound.Please, <name>, retrieve this crate for me for I miss it sorely."
135,"I wonder what Wiley meant when he mentioned the Stonemasons.  Perhaps that was a slip of tongue.  Could the Defias gang be related to the Stonemasons?  Only one man would know for sure:  Mathias Shaw, head of SI:7. Show him Wiley's Note and see if he has anything to add to this growing mystery. If you have trouble finding Shaw, check the Barracks in Old Town."
136,"If ye be readin' this, it means that Ol' Captain Sanders is in a watery grave.  So my treasure is yours now, ye jest need to follow the clues.First ye need to find me footlocker.  It's probably half-buried in sand by now, along the Western Coast of Westfall near the shipwreck.  There be lots of shipwrecks but only one rusty anchor on the coast.  Find that anchor and you'll find me locker!  Look in there for the next clue."
138,"The clue to the treasure reads: Good work, matey!  Now ye need to head due east.  East up the bluffs, east to the road.  Look for the ol' chimney ruins near the side of the road.  There you'll find an old barrel with your next clue."
139,"Searching through the barrel you discover another piece of parchment.  This one reads:  Now from this here barrel, face ye North.  Straight as the crow flies, keep ye walkin' till you see the empty jug next to the lone windmill on the sea bluffs.  If ye poke around that jug, ye just might find what you're lookin' for."
140,"Sure enough, deep within the Old Jug there is another clue to Sander's treasure.  The ink has run in some places and the paper smells like whiskey but you can make out some of the text:  Now that ye found me ol' whiskey jug, you're almost to the treasure!  Just face West from the bottle and walk down to the shore.  Once ye get to the water, keep going!  Swim straight west till you find the island with me treasure chest!"
141,"The Stonemasons' Guild was run by a man named Edwin VanCleef.  VanCleef was responsible for rebuilding Stormwind after the orcs razed it in the First War.  Apparently, VanCleef and his men were unhappy with their treatment by the King after the reconstruction was complete.  That just might explain a thing or two.I have written a more detailed account for your Master in Westfall.  Take this to him at once!"
142,"We need to discover the location of the Defias hideout.  <name>, my scout reports that a Defias Messenger has been seen on the roads between Moonbrook, the Gold Coast Quarry and the Jangolode Mine.  I want you to capture him.  If he resists, kill him and bring me whatever he is carrying."
